id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN141,Can you suggest a nut-free intermediate Mexican recipe? I'm flexible with time and would love all the detailed steps!,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN142,looking for a recipe for a mexican dish that is nut free but still a bit challenging I have time to cook,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN143,got any cool mexican recipes that dont have nuts and require some skill? I want detailed instructions,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN144,please help me find a nut-free Mexican dish that isn’t too easy but also not super hard! time is not an issue so lots of detail would be great,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN145,Need a recipe for a tasty nut-free mexican meal! i want it to be a bit of work and would appreciate your detailed guidance 🍽️,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN146,"Can I get a halal recipe that uses lentils and spinach, specifically a Middle Eastern dish, ready in under 30 mins?","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, spices"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN147,need a quick middle eastern recipe with lentils and spinach halal please 🙏,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, spices"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN148,What’s a quick and easy middle eastern dish with lentils and spices that’s halal?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, spices"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN149,Looking for a halal meal in under 30 min using lentils and spinach - any ideas?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, spices"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN150,Pls help! Need a tasty halal recipe with spinach and lentils that’s Middle Eastern and quick to make!,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, spices"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN151,"hey, can you suggest a quick keto italian recipe using cauliflower, cheese and bacon?","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN152,"need a fast keto meal that has cheese and bacon with cauliflower, something Italian maybe?","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN153,"i'm looking for a keto recipe that uses cauliflower, cheese, and bacon, preferably italian in like under 30 mins","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN154,"KETO recipe to use cauliflower, cheese & bacon plz! something Italian and not too hard 👩‍🍳","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN155,"how do i make something really quick and keto with cauliflower, cheese and bacon? Italian style if possible","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN156,need a easy dairy free recipe that i can make with stuff i have at home,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN157,Looking for a SIMPLE dairy-free dinner idea that doesn't take too long and no indian food plsss!,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN158,Can you suggest a beginner friendly dairy free meal that I can whip up in 30-60 mins it's gotta be non-indian!,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN159,i want to cook something dairy free but not indian and would be easy for a beginner like me maybe from common pantry stuff,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN160,what's an easy low-effort recipe that's dairy free and doesn't involve indian spices? Need it in under an hour.,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN161,Can you suggest a vegetarian Greek recipe I can make with just pantry staples?,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: greek"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN162,looking for a veggie Greek dish to cook using what I have at home,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: greek"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN163,Need some ideas for a Greek vegetarian meal that isn't super easy but isn't too hard either 🍽️,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: greek"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN164,whats a good recipe for a vegetarian Greek dish I can do at home with common ingredients?,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: greek"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN165,plz help me find a Greek veggie dish that requires intermediate skills  thx!,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: greek"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN166,Advanced FODMAP recipes any cuisine,"{""DietaryNeedsOrRestrictions"":""fodmap"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN167,looking for complex fodmap meal ideas,"{""DietaryNeedsOrRestrictions"":""fodmap"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN168,need an advanced recipe that's fodmap friendly 😉,"{""DietaryNeedsOrRestrictions"":""fodmap"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN169,whats a tricky fodmap dish to make no time limit,"{""DietaryNeedsOrRestrictions"":""fodmap"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN170,FODMAP cooking Challenge! Any cuisine & high effort,"{""DietaryNeedsOrRestrictions"":""fodmap"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN171,can you suggest a simple pescatarian recipe for dinner that fits Japanese cuisine and takes about 30 to 60 mins to make?,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN172,i need an easy recipe using what i have in the pantry that meets my pescatarian diet. something japanese and low-effort would be great 👍,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN173,What's a quick and delicious japanese meal I can whip up with only pantry ingredients? I'm pescatarian and prefer beginner-friendly recipes.,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN174,"looking for an easy japanese fish dish, like a pescatarian recipe that only takes about 30-60 mins to prepare, thanks!","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN175,need a low effort pescatarian recipe for dinner pls that’s easy to make and focuses on japanese flavors like rice or noodles  😋,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN176,low sodium chicken recipe with herbs lemon quick please,"{""DietaryNeedsOrRestrictions"":""low-sodium"",""AvailableIngredientsFocus"":""must_use_specific: chicken, herbs, lemon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN177,need quick chicken dish low sodium with lemon 🍋,"{""DietaryNeedsOrRestrictions"":""low-sodium"",""AvailableIngredientsFocus"":""must_use_specific: chicken, herbs, lemon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN178,lookin for a fast chicken recipe w herbs lemon low sodium,"{""DietaryNeedsOrRestrictions"":""low-sodium"",""AvailableIngredientsFocus"":""must_use_specific: chicken, herbs, lemon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN179,"Quick chicken w/herbs & lemon, no salt really fast","{""DietaryNeedsOrRestrictions"":""low-sodium"",""AvailableIngredientsFocus"":""must_use_specific: chicken, herbs, lemon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN180,dinner in 30 mins: chicken lemon herbs low sodium,"{""DietaryNeedsOrRestrictions"":""low-sodium"",""AvailableIngredientsFocus"":""must_use_specific: chicken, herbs, lemon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN181,can u suggest a really complex vegan mexican dish that would take all day to make?,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN182,i wAnt a hard vegan recipe from mexican cuisine but have no specific ingredients in mind.,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN183,looking for an advanced vegan recipe with rich flavors from Mexico that I could try this weekend,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN184,"need an intricate vegan maal recipe with lots of steps, preferably using traditional mexican spices","{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN185,"plzz help me find a high-effort vegan dish that’s authentically Mexican, no specific ingredients, no rush","{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN186,can you suggest a simple kosher italian recipe using pantry staples? im a beginner and have about 45 mins to cook.,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN187,looking for an easy kosher pasta dish i can make in an hour with ingredients i already have,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN188,i need a low-effort kosher recipe that’s italian and can be ready in 30 to 60 minutes 🕒,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN189,what's an easy italian recipe that’s kosher? i just want to use what’s in my pantry and i’m not that skilled,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN190,help me out plz i need a simple kosher dinner from my pantry something italian doesnt take long thx!,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN191,i'm looking for a low-carb recipe using eggplant and ground turkey that i can whip up in under 30 minutes,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: eggplant, ground turkey"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN192,Any quick low-carb meals? I have eggplant and ground turkey to use!,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: eggplant, ground turkey"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN193,"Need a low-carb dish with eggplant & ground turkey, something i can make fast like in 30 mins","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: eggplant, ground turkey"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN194,Got some eggplant and ground turkey and need a fast low-carb recipe 🥘 help plz!,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: eggplant, ground turkey"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN195,what's a good low-carb recipe with eggplant and ground turkey? preferably quick like under half an hour,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: eggplant, ground turkey"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN196,looking for advanced recipe ideas in general pantry no seafood,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN197,Need a complex meal plan using everyday ingredients no fish,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN198,whts a high-effort recipe I can make with basic pantry stuff,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN199,need an intricate dish without seafood lots of prep time,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN200,cooking challenge! gimme a tough recipe no seafood pls 😊,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN201,quick low carb meal ideas plz,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN202,looking for an easy low-carb recipe under 30 mins,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN203,need simple low carb dinner recipe ASAP! 🍽️,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN204,want a fast low-carb dish I can whip up quick,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN205,easy low carb meals with pantry stuff 30 mins,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN206,"i need a tasty japanese recipe for dinner that uses salmon broccoli and quinoa, should be moderately easy and take about 30 to 60 mins","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, broccoli, quinoa"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN207,what's a good way to cook salmon with broccoli and quinoa in a japenese style? looking for something not too hard to make,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, broccoli, quinoa"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN208,"can you help me find a moderate effort dish? i have salmon, broccoli, and quinoa and want to make it japanese please","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, broccoli, quinoa"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN209,"looking for a pescatarian recipe that includes salmon, broccoli, and quinoa in a japanese way, moderate effort and around 30-60 mins to cook","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, broccoli, quinoa"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN210,"need a japaneese dish with salmon and broccoli! wanna use quinoa too, not too difficult, time 30 to 60 mins 🐟🥦🍚","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, broccoli, quinoa"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
